,Categories,year,Title,link
114,Mechanical engineering/Other special machines,2022,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4104673A1
115,Mechanical engineering/Other special machines,2020,Production facility layout for automatically controlled environmental agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2022552780A
116,Mechanical engineering/Other special machines,2022,MODULAR GROWTH UNIT FOR A VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3222058A1
117,Mechanical engineering/Other special machines,2022,MODULAR GROWTH UNIT FOR A VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022253844A1
118,Mechanical engineering/Other special machines,2021,VERTICAL FARM RACK SYSTEM AND PLANT TENDING ROBOT FOR TRAVEL THEREON,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022251945A1
119,Mechanical engineering/Other special machines,2021,Modular growth unit for a vertical farming system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=GB2607365A
120,Mechanical engineering/Other special machines,2021,Vertical farming apparatus and a method of vertical farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=GB2607019A
121,"Electrical engineering/Electrical machinery, apparatus, energy",2022,ENERGY MANAGEMENT SYSTEM AND METHOD IN COMBINED GREENHOUSES AND VERTICAL FARMS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3207533A1
122,"Electrical engineering/Electrical machinery, apparatus, energy",2022,ENERGY MANAGEMENT SYSTEM AND METHOD IN COMBINED GREENHOUSES AND VERTICAL FARMS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022232916A1
123,Mechanical engineering/Other special machines,2022,ENERGY MANAGEMENT SYSTEM AND METHOD IN COMBINED GREENHOUSES AND VERTICAL FARMS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022232916A1
124,Mechanical engineering/Thermal processes and apparatus,2022,ENERGY MANAGEMENT SYSTEM AND METHOD IN COMBINED GREENHOUSES AND VERTICAL FARMS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022232916A1
125,Mechanical engineering/Other special machines,2018,Vertical farming systems and methods,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11483988B2
126,Mechanical engineering/Other special machines,2022,SCALABLE AND MODULAR UNDERGROUND AGRICULTURE SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3215487A1
127,Mechanical engineering/Other special machines,2020,PRODUCTION FACILITY LAYOUTS FOR AUTOMATED CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022338431A1
128,Mechanical engineering/Other special machines,2022,SCALABLE AND MODULAR UNDERGROUND AGRICULTURE SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022221951A1
129,Mechanical engineering/Other special machines,2021,SYSTEM FOR VERTICAL FARMING AND METHOD FOR GROWING PLANTS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3970479B1
130,Mechanical engineering/Other special machines,2020,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE INCLUDING TOWER SHUTTLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022330503A1
131,Mechanical engineering/Other special machines,2020,STRUCTURE FOR MODULES OF A PLANT GROWING FACILITY,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022322624A1
132,Chemistry/Basic materials chemistry ,2021,CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022289640A1
133,Mechanical engineering/Other special machines,2021,CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022289640A1
134,Mechanical engineering/Other special machines,2020,HIGH DENSITY PLANT GROWTH SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4037472A1
135,Mechanical engineering/Other special machines,2019,Vertical planting tower delivery system for controlled environment agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114847153A
136,Mechanical engineering/Other special machines,2020,A CROP PRODUCTION SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE AND ASSOCIATED METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4030892A1
137,Mechanical engineering/Other special machines,2020,PRODUCTION FACILITY LAYOUTS FOR AUTOMATED CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4030893A1
138,Mechanical engineering/Other special machines,2021,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022147264A1
139,Mechanical engineering/Handling,2021,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022201926A1
140,Mechanical engineering/Other special machines,2021,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022201926A1
141,Chemistry/Chemical engineering,2021,Atmospheric water and carbon dioxide harvesting for farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TW202222398A
142,Chemistry/Environmental technology,2021,Atmospheric water and carbon dioxide harvesting for farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TW202222398A
143,Mechanical engineering/Other special machines,2021,Atmospheric water and carbon dioxide harvesting for farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TW202222398A
144,Mechanical engineering/Thermal processes and apparatus,2021,Atmospheric water and carbon dioxide harvesting for farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TW202222398A
145,Other fields/Civil engineering,2021,Atmospheric water and carbon dioxide harvesting for farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TW202222398A
146,Other fields/Other consumer goods,2021,Atmospheric water and carbon dioxide harvesting for farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TW202222398A
147,Mechanical engineering/Other special machines,2020,A SYSTEM FOR IN-SOIL VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4007486A1
148,Mechanical engineering/Other special machines,2020,Production facility layout for automatically controlled environmental agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20220062545A
149,Mechanical engineering/Handling,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022143847A1
150,Mechanical engineering/Other special machines,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022143847A1
151,Mechanical engineering/Other special machines,2020,Crop production system for controlled environment agriculture and associated method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114423280A
152,Mechanical engineering/Other special machines,2020,Production facility layout for automatically controlled environmental agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114423278A
153,Mechanical engineering/Other special machines,2020,Snail Breeding Module,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TR202016598A1
154,Mechanical engineering/Other special machines,2020,A system for in-soil vertical farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=GB2599794A
155,Mechanical engineering/Other special machines,2020,Production facility layouts for automated controlled environment agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2020350507A1
156,Mechanical engineering/Other special machines,2021,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022066753A1
157,Mechanical engineering/Other special machines,2021,Vertical Farming Apparatus And A Method Of Vertical Farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2021225176A1
158,Chemistry/Food chemistry,2021,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022087114A1
159,Mechanical engineering/Other special machines,2021,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022087114A1
160,Mechanical engineering/Other special machines,2020,"PLANT CONTAINMENT DEVICE, PLANT GROWING SYSTEM AND METHOD FOR GROWING PLANTS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3970478A1
161,Mechanical engineering/Other special machines,2021,SYSTEM FOR VERTICAL FARMING AND METHOD FOR GROWING PLANTS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3970479A1
162,Mechanical engineering/Other special machines,2020,ASSIMILATION LIGHTING WITH IMPROVED SPECTRUM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3968754A1
163,Mechanical engineering/Other special machines,2020,A vertical farming apparatus,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=GB2598727A
164,Mechanical engineering/Other special machines,2021,Vertical Farming Apparatus And A Method Of Vertical Farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022071111A1
165,Mechanical engineering/Other special machines,2021,VERTICAL FARMING APPARATUS AND A METHOD OF VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3964051A1
166,Mechanical engineering/Other special machines,2021,VERTICAL FARMING APPARATUS AND A METHOD OF VERTICAL FARMING.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=MX2021010591A
167,Mechanical engineering/Other special machines,2021,VERTICAL FARMING APPARATUS AND A METHOD OF VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3129235A1
168,Chemistry/Chemical engineering,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3190762A1
169,Chemistry/Environmental technology,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3190762A1
170,Mechanical engineering/Thermal processes and apparatus,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3190762A1
171,Other fields/Civil engineering,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3190762A1
172,Other fields/Other consumer goods,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3190762A1
173,"Chemistry/Materials, metallurgy",2020,Process for the recovery of substances from used battery cells,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=DE102020210948A1
174,Chemistry/Chemical engineering,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022046863A1
175,Chemistry/Environmental technology,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022046863A1
176,Mechanical engineering/Thermal processes and apparatus,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022046863A1
177,Other fields/Civil engineering,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022046863A1
178,Other fields/Other consumer goods,2021,ATMOSPHERIC WATER AND CARBON DIOXIDE HARVESTING FOR FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022046863A1
179,Mechanical engineering/Other special machines,2021,VERTICAL FARMING SYSTEM AND METHOD USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3189233A1
180,"Electrical engineering/Electrical machinery, apparatus, energy",2021,VERTICAL FARMING LAYER STRUCTURE AND METHOD FOR VERTICAL FARMING USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022046864A1
181,Instruments/Measurement,2021,VERTICAL FARMING LAYER STRUCTURE AND METHOD FOR VERTICAL FARMING USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022046864A1
182,Mechanical engineering/Other special machines,2021,VERTICAL FARMING LAYER STRUCTURE AND METHOD FOR VERTICAL FARMING USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022046864A1
183,Mechanical engineering/Other special machines,2021,VERTICAL FARMING SYSTEM AND METHOD USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022034236A1
184,Mechanical engineering/Other special machines,2020,VERTICAL FARMING SYSTEM AND METHOD USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3954199A1
185,Mechanical engineering/Other special machines,2021,AUTOMATIC VERTICAL FARMING SYSTEM AND METHOD FOR GROWING PLANTS IN A SOILLESS GROWING ENVIRONMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3187200A1
186,Mechanical engineering/Other special machines,2021,AUTOMATIC VERTICAL FARMING SYSTEM AND METHOD FOR GROWING PLANTS IN A SOILLESS GROWING ENVIRONMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022023333A1
187,Mechanical engineering/Other special machines,2020,AUTOMATIC VERTICAL FARMING SYSTEM AND METHOD FOR GROWING PLANTS IN A SOILLESS GROWING ENVIRONMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3944759A1
188,Mechanical engineering/Other special machines,2020,VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3088208A1
189,"Electrical engineering/Electrical machinery, apparatus, energy",2018,Vertical farming layer structure and method for vertical farming using the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11185016B2
190,Instruments/Measurement,2018,Vertical farming layer structure and method for vertical farming using the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11185016B2
191,Mechanical engineering/Other special machines,2018,Vertical farming layer structure and method for vertical farming using the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11185016B2
192,Mechanical engineering/Other special machines,2021,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021337742A1
193,Mechanical engineering/Other special machines,2021,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021337741A1
194,Mechanical engineering/Other special machines,2018,Mixed media vertical farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11109540B2
195,Mechanical engineering/Other special machines,2018,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3716752A4
196,Mechanical engineering/Other special machines,2016,Tandem vertical farming system for urban shopping centers,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP6923214B2
197,Mechanical engineering/Other special machines,2019,Vertical grow tower conveyance system for controlled environment agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11089741B2
198,Electrical engineering/Audio-visual technology,2021,CONTROL AND SENSOR SYSTEMS FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021235643A1
199,"Electrical engineering/Electrical machinery, apparatus, energy",2021,CONTROL AND SENSOR SYSTEMS FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021235643A1
200,Mechanical engineering/Other special machines,2021,CONTROL AND SENSOR SYSTEMS FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021235643A1
201,Mechanical engineering/Other special machines,2019,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2021518153A
202,Mechanical engineering/Other special machines,2019,Automated vertical farming system using mobile robots,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2021517467A
203,Mechanical engineering/Other special machines,2021,SYSTEM AND METHOD OF VERTICAL FARMING FRAME MOUNT FIELD ARCHITECTURE FOR MULTIPLE CROP CLASSES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021204488A1
204,Mechanical engineering/Other special machines,2021,SYSTEM AND METHOD OF VERTICAL FARMING FRAME MOUNT FIELD ARCHITECTURE FOR MULTIPLE CROP CLASSES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3105293A1
205,"Mechanical engineering/Engines, pumps, turbines",2018,Vertical farming based on light-energy-and-wind-energy-supplying waste underground space and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN109429787B
206,Mechanical engineering/Other special machines,2018,Vertical farming based on light-energy-and-wind-energy-supplying waste underground space and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN109429787B
207,Mechanical engineering/Other special machines,2021,MOBILE AND MODULAR CULTIVATION SYSTEMS FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021195847A1
208,Mechanical engineering/Other special machines,2021,VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2021102234A4
209,Mechanical engineering/Other special machines,2021,Rotomolded Vertical Farming Apparatus and System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021176936A1
210,Mechanical engineering/Other special machines,2019,Vertical Farming System for Multi-Cultural Cultivation and its Vertical Farming Automation System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20210057935A
211,Mechanical engineering/Other special machines,2020,HIGH DENSITY PLANT GROWTH SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2021081187A1
212,Mechanical engineering/Other special machines,2019,Rotomolded vertical farming apparatus and system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10986792B2
213,Mechanical engineering/Other special machines,2020,HIGH DENSITY PLANT GROWTH SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021112728A1
214,Electrical engineering/Audio-visual technology,2016,Control and sensor systems for an environmentally controlled vertical farming system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10973185B2
215,"Electrical engineering/Electrical machinery, apparatus, energy",2016,Control and sensor systems for an environmentally controlled vertical farming system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10973185B2
216,Mechanical engineering/Other special machines,2016,Control and sensor systems for an environmentally controlled vertical farming system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10973185B2
217,Mechanical engineering/Other special machines,2020,A Container Style Vertical Farming System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR102235764B1
218,Other fields/Civil engineering,2020,A Container Style Vertical Farming System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR102235764B1
219,Mechanical engineering/Other special machines,2020,PRODUCTION FACILITY LAYOUTS FOR AUTOMATED CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3161029A1
220,Mechanical engineering/Other special machines,2020,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE INCLUDING TOWER SHUTTLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3161039A1
221,Mechanical engineering/Other special machines,2020,"APPARATUS, SYSTEM AND METHODS FOR IMPROVED VERTICAL FARMING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021084837A1
222,Mechanical engineering/Other special machines,2020,CATCH MECHANISM FACILITATING LOADING OF VERTICAL GROW TOWERS ONTO GROW LINES IN A VERTICAL FARM SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021084849A1
223,Other fields/Civil engineering,2020,CATCH MECHANISM FACILITATING LOADING OF VERTICAL GROW TOWERS ONTO GROW LINES IN A VERTICAL FARM SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021084849A1
224,Mechanical engineering/Other special machines,2020,VERTICAL FARM IRRIGATION SYSTEM WITH DUAL RETURN PUMPS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021084850A1
225,Mechanical engineering/Other special machines,2020,A CROP PRODUCTION SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE AND ASSOCIATED METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2021055235A1
226,Mechanical engineering/Other special machines,2020,PRODUCTION FACILITY LAYOUTS FOR AUTOMATED CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2021055257A1
227,Mechanical engineering/Other special machines,2019,AUTOMATED VERTICAL FARMING SYSTEM USING MOBILE ROBOTS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3772903A1
228,Mechanical engineering/Other special machines,2019,GROWING SPACE FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3772897A1
229,Mechanical engineering/Other special machines,2020,A SYSTEM FOR IN-SOIL VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2021019578A1
